repo_id,repo_name,description,stars,forks,open_issues,license,archived,pushed_at,openrank_2607,openrank_trend_2508_2607,participants_2607,language,created_at,topics,landscape_action,landscape_layer,landscape_section,selection_reason,selection_caveat,github_status,trend_signal,trend_signal_reason
824874689,cline/cline,"Autonomous coding agent as an SDK, IDE extension, or CLI assistant.",65558,7033,963,Apache-2.0,false,2026-08-03T16:31:35Z,36.82,"[202.45,185.78,165.41,158.38,158.92,136.09,114.0,66.44,43.19,47.64,44.01,36.82]",66,TypeScript,2024-07-06,,keep,Agent Infra,Agentic coding,"当前图中的 Agentic coding 代表项目；仓库仍在维护，65,558 stars，2026 年 7 月 OpenRank 36.82。",该区变化最快，logo 数量控制在 12 个，后续按持续协作和产品独立性替换。,ok,,
846698999,aaif-goose/goose,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",52171,5880,287,Apache-2.0,false,2026-08-03T16:27:13Z,21.73,"[161.49,139.34,136.27,120.49,106.37,107.53,109.64,79.36,66.36,52.99,27.7,21.73]",21,Rust,2024-08-23,"acp,ai,ai-agents,mcp",keep,Agent Infra,Agentic coding,"当前图中的 Agentic coding 代表项目；仓库仍在维护，52,171 stars，2026 年 7 月 OpenRank 21.73。",该区变化最快，logo 数量控制在 12 个，后续按持续协作和产品独立性替换。,ok,,
937253475,anthropics/claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",140111,22520,14437,NOASSERTION,false,2026-07-25T01:35:55Z,143.36,"[677.48,604.1,619.58,558.14,760.1,1059.0,1109.23,1157.77,1069.96,678.34,311.35,143.36]",167,Python,2025-02-22,,keep,Agent Infra,Agentic coding,"当前图中的 Agentic coding 代表项目；仓库仍在维护，140,111 stars，2026 年 7 月 OpenRank 143.36。",该区变化最快，logo 数量控制在 12 个，后续按持续协作和产品独立性替换。,ok,,
701547123,open-webui/open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",147720,21484,421,NOASSERTION,false,2026-08-02T20:39:10Z,21.58,"[237.9,211.8,181.55,159.95,130.05,117.03,128.04,119.73,102.91,83.03,47.32,21.58]",15,Python,2023-10-06,"ai,llm,llm-ui,llm-webui,llms,mcp,ollama,ollama-webui,open-webui,openai,openapi,rag,self-hosted,ui,webui",keep,Agent Infra,Chatbot workspaces,"当前图中的 Chatbot workspaces 代表项目；仓库仍在维护，147,720 stars，2026 年 7 月 OpenRank 21.58。",该区维持三个成熟代表，避免把普通聊天客户端扩张成主图主体。,ok,,
589831718,Comfy-Org/ComfyUI,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.",123383,14571,4401,GPL-3.0,false,2026-08-03T12:14:18Z,29.18,"[158.86,149.9,128.16,130.58,142.74,142.62,117.04,89.44,68.05,61.59,44.57,29.18]",24,Python,2023-01-17,"ai,comfy,comfyui,python,pytorch,stable-diffusion",remove,Agent Infra,Workflow & agent builders,核心定位是图像和视频生成工作流，不适合作为通用 Workflow & agent builder 代表。,它仍应出现在生成式媒体生态图，而不是本版 Agent Infra 主图。,ok,,
643445235,lobehub/lobehub,"🤯 LobeHub is your Chief Agent Operator, organizing your agents into 7×24 operations by hiring, scheduling, and reporting on your entire AI team.",81180,15756,676,NOASSERTION,false,2026-08-03T16:07:11Z,38.07,"[111.16,118.49,105.69,91.69,95.44,105.4,94.92,88.57,74.53,65.54,50.82,38.07]",21,TypeScript,2023-05-21,"agent,agent-collaboration,agent-harness,ai,cao,chatgpt,chief-agent-operator,claude,deepseek,fable,gemini,glm,gpt,knowledge-base,loop-engineering,mcp,openai,skills",keep,Agent Infra,Personal AI assistants,80k+ stars、最近可用 OpenRank 仍在 60 左右，已经成为个人 agent 工作空间和长期运行入口的代表项目。,产品同时覆盖聊天、知识库和多 agent 管理；主图只放在 Personal AI assistants，避免重复出现在 framework 或 chatbot。,ok,,
730534580,infiniflow/ragflow,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs,86726,10185,1960,Apache-2.0,false,2026-08-03T15:01:02Z,33.94,"[199.04,183.85,152.73,151.16,150.85,137.89,107.44,93.33,83.82,76.8,62.05,33.94]",26,Go,2023-12-12,"agent-harness,agentic-ai,agentic-retrieval,agentic-search,ai,ai-agents,context-engine,context-engineering,context-management,harness-engineering,knowledge-compilation,llm-apps,rag,retrieval-augmented-generation",keep,Agent Infra,"Memory, knowledge & context","当前图中的 Memory, knowledge & context 代表项目；仓库仍在维护，86,726 stars，2026 年 7 月 OpenRank 33.94。",数据库、RAG 和 memory 边界容易混淆，图中要标清每个项目承担的层次。,ok,,
771302083,OpenHands/OpenHands,🙌 OpenHands: AI-Driven Development,82991,10692,300,MIT,false,2026-08-03T16:30:11Z,11.89,"[114.93,77.2,64.87,50.69,47.45,46.69,41.49,46.02,40.45,24.1,17.37,11.89]",18,TypeScript,2024-03-13,"agent,artificial-intelligence,chatgpt,claude-ai,cli,developer-tools,gpt,llm,openai",keep,Agent Infra,Agentic coding,"当前图中的 Agentic coding 代表项目；仓库仍在维护，82,991 stars，2026 年 7 月 OpenRank 11.89。",该区变化最快，logo 数量控制在 12 个，后续按持续协作和产品独立性替换。,ok,,
599320067,langflow-ai/langflow,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,152801,9775,971,MIT,false,2026-08-03T16:24:08Z,26.11,"[126.74,121.56,109.35,99.51,95.82,86.53,76.05,69.71,62.27,48.64,36.41,26.11]",12,Python,2023-02-08,"agents,chatgpt,generative-ai,large-language-models,multiagent,react-flow",keep,Agent Infra,Workflow & agent builders,"当前图中的 Workflow & agent builders 代表项目；仓库仍在维护，152,801 stars，2026 年 7 月 OpenRank 26.11。",与通用低代码平台有交叉，主图只保留明确支持 agent workflow 的项目。,ok,,
644461337,vercel/ai,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents ",25986,4901,1725,NOASSERTION,false,2026-08-03T15:31:26Z,56.02,"[224.82,205.45,178.68,178.41,174.36,151.8,115.49,117.77,112.85,89.67,69.36,56.02]",72,TypeScript,2023-05-23,"anthropic,artificial-intelligence,gemini,generative-ai,generative-ui,javascript,language-model,llm,nextjs,openai,react,svelte,typescript,vercel,vue",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，25,986 stars，2026 年 7 月 OpenRank 56.02。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
575865240,AstrBotDevs/AstrBot,"AI Agent Assistant & development framework that integrates lots of IM platforms, LLMs, plugins and AI feature, and can be your openclaw alternative. ✨",38519,2750,1364,AGPL-3.0,false,2026-08-03T16:22:30Z,36.97,"[77.0,77.66,81.73,86.01,82.34,75.71,99.42,108.57,82.91,57.01,45.83,36.97]",13,Python,2022-12-08,"agent,ai,astrbot,chatbot,chatgpt,discord,docker,gemini,gpt,llama,llm,mcp,openai,python,qq,qqbot,telegram",keep,Agent Infra,Personal AI assistants,"当前图中的 Personal AI assistants 代表项目；仓库仍在维护，38,519 stars，2026 年 7 月 OpenRank 36.97。",产品边界普遍较宽，只在这一分区出现，避免与 chatbot 和 framework 重复。,ok,,
818331198,pydantic/pydantic-ai,"AI Agent Framework, the Pydantic way",19028,2467,628,MIT,false,2026-08-03T16:28:47Z,35.72,"[160.96,130.54,111.76,122.48,133.4,103.31,94.02,88.66,81.01,60.08,40.6,35.72]",23,Python,2024-06-21,"agent-framework,genai,llm,pydantic,python",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，19,028 stars，2026 年 7 月 OpenRank 35.72。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
656099147,mem0ai/mem0,Universal memory layer for AI Agents,62405,7277,664,Apache-2.0,false,2026-08-03T16:10:44Z,12.93,"[57.47,49.93,47.76,35.33,24.4,19.14,24.96,25.2,25.05,20.58,18.02,12.93]",19,Python,2023-06-20,"agents,ai,ai-agents,application,chatbots,chatgpt,genai,llm,long-term-memory,memory,memory-management,python,rag,state-management",keep,Agent Infra,"Memory, knowledge & context","当前图中的 Memory, knowledge & context 代表项目；仓库仍在维护，62,405 stars，2026 年 7 月 OpenRank 12.93。",数据库、RAG 和 memory 边界容易混淆，图中要标清每个项目承担的层次。,ok,,
440752086,coder/coder,Secure environments for developers and their agents,14017,1415,963,AGPL-3.0,false,2026-08-03T16:31:26Z,62.06,"[90.87,96.98,93.26,78.72,71.37,66.96,71.33,84.79,97.49,90.19,76.5,62.06]",32,Go,2021-12-22,"agents,dev-tools,development-environment,go,golang,ide,jetbrains,remote-development,terraform,vscode",keep,Agent Infra,Development sandboxes,"当前图中的 Development sandboxes 代表项目；仓库仍在维护，14,017 stars，2026 年 7 月 OpenRank 62.06。",编排层和隔离 runtime 不是一回事，主图说明中要保留这一区别。,ok,,
946087422,Kilo-Org/kilocode,"Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source coding agent.",26688,3004,702,MIT,false,2026-08-03T16:03:02Z,33.37,"[95.43,105.64,104.89,113.88,111.69,110.9,79.87,72.32,71.93,57.72,45.99,33.37]",23,TypeScript,2025-03-10,"ai,ai-age,ai-coding,ai-developer-tools,chatgpt,claude,cli,gemini,jetbrains,sonnet,vscode,vscode-extension",keep,Agent Infra,Agentic coding,"当前图中的 Agentic coding 代表项目；仓库仍在维护，26,688 stars，2026 年 7 月 OpenRank 33.37。",该区变化最快，logo 数量控制在 12 个，后续按持续协作和产品独立性替换。,ok,,
573661753,activepieces/activepieces,AI Agents & MCPs & AI Workflow Automation • (~400 MCP servers for AI agents) • AI Automation / AI Agent with MCPs • AI Workflows & AI Agents • MCPs for AI Agents,23561,3995,433,NOASSERTION,false,2026-08-03T16:29:11Z,32.54,"[86.6,97.57,97.5,87.51,61.6,55.5,75.8,73.79,74.45,66.72,59.73,32.54]",29,TypeScript,2022-12-03,"ai-agent,ai-agent-tools,ai-agents,ai-agents-framework,mcp,mcp-server,mcp-tools,mcps,n8n-alternative,no-code-automation,workflow,workflow-automation,workflows",keep,Agent Infra,Workflow & agent builders,"当前图中的 Workflow & agent builders 代表项目；仓库仍在维护，23,561 stars，2026 年 7 月 OpenRank 32.54。",与通用低代码平台有交叉，主图只保留明确支持 agent workflow 的项目。,ok,,
955620917,upstash/context7,Context7 Platform -- Up-to-date code documentation for LLMs and AI code editors,60196,2885,30,MIT,false,2026-08-03T11:20:35Z,,"[42.72,39.47,40.13,48.86,46.81,41.89,51.76,42.66,26.71,20.65,13.74,null]",3,TypeScript,2025-03-26,"llm,mcp,mcp-server,vibe-coding",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；59,901 stars，最近可用 OpenRank 14.38，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
707441527,livekit/agents,A framework for building realtime voice AI agents 🤖🎙️📹 ,11855,3453,737,Apache-2.0,false,2026-08-03T11:14:53Z,21.41,"[104.31,94.41,89.29,93.27,81.6,71.2,65.35,58.3,48.12,37.95,30.44,21.41]",10,Python,2023-10-19,"agents,ai,openai,real-time,video,voice",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，11,855 stars，2026 年 7 月 OpenRank 21.41。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
958830659,google/adk-python,"An open-source, code-first Python toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.",20987,3791,596,Apache-2.0,false,2026-08-03T13:05:32Z,11.68,"[118.05,96.93,90.7,103.47,94.9,81.61,68.83,55.68,51.79,35.96,24.77,11.68]",17,Python,2025-04-01,"agent,agentic,agentic-ai,agents,agents-sdk,ai,ai-agents,aiagentframework,genai,genai-chatbot,llm,llms,multi-agent,multi-agent-systems,multi-agents,multi-agents-collaboration",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，20,987 stars，2026 年 7 月 OpenRank 11.68。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
678526156,marimo-team/marimo,"A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. Stored as pure Python. All in a modern, AI-native editor.",22204,1212,600,Apache-2.0,false,2026-08-03T15:09:39Z,26.83,"[88.24,86.25,78.34,69.71,64.46,68.53,66.04,54.21,50.68,45.95,39.2,26.83]",19,Python,2023-08-14,"artificial-intelligence,dag,data-science,data-visualization,dataflow,developer-tools,machine-learning,notebooks,pipeline,python,reactive,sql,web-app",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；22,094 stars，最近可用 OpenRank 37.27，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
644686905,continuedev/continue,open-source coding agent,35302,5171,946,Apache-2.0,false,2026-08-03T09:34:33Z,2.83,"[143.42,133.06,106.89,91.62,82.08,79.87,71.35,61.85,35.61,15.73,6.22,2.83]",5,TypeScript,2023-05-24,"agent,ai,cli,developer-tools,open-source",remove,Agent Infra,Agentic coding,coding agent 区需要压缩；当前 OpenRank 信号明显低于同区头部项目，结构上也没有新增能力层。,Continue 具有历史影响力，本次下架是版面取舍，不等于项目失去价值。,ok,,
552661142,langchain-ai/langchain,The agent engineering platform.,143333,23875,448,MIT,false,2026-08-03T16:08:47Z,27.87,"[138.98,119.76,116.67,108.12,107.42,95.83,87.21,77.74,67.66,51.07,36.48,27.87]",16,Python,2022-10-17,"agents,ai,ai-agents,anthropic,chatgpt,deepagents,enterprise,framework,gemini,generative-ai,langchain,langgraph,llm,multiagent,open-source,openai,pydantic,python,rag,typescript",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，143,333 stars，2026 年 7 月 OpenRank 27.87。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
805155266,CherryHQ/cherry-studio,"AI productivity studio with smart chat, autonomous agents, and 300+ assistants. Unified access to frontier LLMs",49356,4689,1207,AGPL-3.0,false,2026-08-03T16:22:57Z,45.74,"[370.94,322.24,253.1,191.58,181.92,153.66,117.61,108.64,99.72,80.35,60.21,45.74]",17,TypeScript,2024-05-24,"agent-skills,ai-agent,awesome-skills,claude-code,codex,deepseek,hermes-agent,openclaw,skills,vibe-coding",keep,Agent Infra,Chatbot workspaces,"当前图中的 Chatbot workspaces 代表项目；仓库仍在维护，49,356 stars，2026 年 7 月 OpenRank 45.74。",该区维持三个成熟代表，避免把普通聊天客户端扩张成主图主体。,ok,,
1108837393,code-yeongyu/oh-my-openagent,"omo/lazycodex: The coding agent for tokenmaxxers;the one and only agent harness for complex codebases. For your Codex, for your OpenCode",67129,5478,978,NOASSERTION,false,2026-08-03T12:01:57Z,23.75,"[null,null,null,null,27.78,115.71,116.74,89.72,73.96,52.49,43.14,23.75]",10,TypeScript,2025-12-03,"ai,ai-agents,anthropic,chatgpt,claude,claude-skills,codex,cursor,gemini,ide,openai,opencode,orchestration,tui,typescript",keep,Agent Infra,Coding harnesses,"当前图中的 Coding harnesses 代表项目；仓库仍在维护，67,129 stars，2026 年 7 月 OpenRank 23.75。",harness 热度容易受短期传播影响，需要持续检查外部贡献和真实复用。,ok,,
488641606,agno-agi/agno,"Build, run, and manage agent platforms.",41554,5728,1101,Apache-2.0,false,2026-08-03T16:30:26Z,33.49,"[121.55,130.26,113.24,95.5,99.9,92.68,75.42,61.57,59.41,51.14,36.66,33.49]",24,Python,2022-05-04,"agents,ai,ai-agents,developer-tools,python",omit,,,框架区已经覆盖主流 Python、TypeScript、JVM 和 .NET 代表，Agno 的结构增量有限。,若社区活跃度持续高于现有框架，可进入替换候选。,ok,,
748713144,huggingface/lerobot,🤗 LeRobot: Making AI for Robotics more accessible with end-to-end learning,26351,5297,744,Apache-2.0,false,2026-08-03T16:06:46Z,9.76,"[89.54,85.11,85.22,82.25,72.62,61.31,49.73,40.98,39.05,34.6,14.59,9.76]",24,Python,2024-01-26,,keep,Model Infra,Pre-Train · Robotics infra,"当前图中的 Pre-Train · Robotics infra 代表项目；仓库仍在维护，26,351 stars，2026 年 7 月 OpenRank 9.76。",只放 robotics infra，不把机器人 foundation model 混进来。,ok,,
600596928,danny-avila/LibreChat,"Enhanced ChatGPT Clone: Features Agents, MCP, Skills, DeepSeek, Anthropic, AWS, OpenAI, Responses API, Azure, Groq, o1, GPT-5, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active",41615,8576,650,MIT,false,2026-08-03T15:08:46Z,22.06,"[108.51,103.02,95.08,83.18,73.77,62.06,52.39,44.67,35.55,27.86,24.2,22.06]",11,TypeScript,2023-02-12,"ai,anthropic,artifacts,aws,azure,chatgpt,chatgpt-clone,claude,clone,deepseek,gemini,google,gpt-5,librechat,mcp,o1,openai,responses-api,vision,webui",keep,Agent Infra,Chatbot workspaces,"当前图中的 Chatbot workspaces 代表项目；仓库仍在维护，41,615 stars，2026 年 7 月 OpenRank 22.06。",该区维持三个成熟代表，避免把普通聊天客户端扩张成主图主体。,ok,,
1048065319,thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent –  Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",89412,7786,349,Apache-2.0,false,2026-08-02T17:15:20Z,14.75,"[null,0.83,4.97,8.14,45.93,48.5,54.14,39.98,39.38,31.89,21.61,14.75]",9,JavaScript,2025-08-31,"ai,ai-agents,ai-memory,anthropic,artificial-intelligence,chromadb,claude,claude-agent-sdk,claude-agents,claude-code,claude-code-plugin,claude-skills,embeddings,long-term-memory,mem0,memory-engine,openmemory,rag,sqlite,supermemory",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；88,830 stars，最近可用 OpenRank 22.41，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
736272311,pipecat-ai/pipecat,Open Source framework for voice and multimodal conversational AI,13894,2404,215,BSD-2-Clause,false,2026-08-03T16:02:02Z,16.15,"[63.28,61.85,53.89,53.99,48.46,50.7,50.75,46.88,33.99,29.8,21.11,16.15]",8,Python,2023-12-27,"ai,chatbot-framework,chatbots,real-time,voice,voice-assistant",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，13,894 stars，2026 年 7 月 OpenRank 16.15。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
914053359,OpenMind/OM1,Modular AI HAL (Hardware Abstraction Layer) for Robots,2894,991,91,MIT,false,2026-07-31T20:45:16Z,,"[11.39,12.27,19.5,19.99,19.26,79.37,56.85,33.63,20.61,13.53,15.89,null]",4,Go,2025-01-08,"llm,multiagent,robotics,ros2,zenoh",keep,Model Infra,Pre-Train · Robotics infra,"当前图中的 Pre-Train · Robotics infra 代表项目；仓库仍在维护，2,894 stars。",只放 robotics infra，不把机器人 foundation model 混进来。,ok,,
987670088,charmbracelet/crush,Glamourous agentic coding for all 💘,27044,2113,605,NOASSERTION,false,2026-08-03T12:47:26Z,21.76,"[121.07,100.96,79.64,62.12,72.1,75.49,68.88,56.86,43.36,40.35,31.77,21.76]",4,Go,2025-05-21,"agentic-ai,ai,llms,ravishing",remove,Agent Infra,Agentic coding,终端 coding agent 已有足够代表项目，Crush 的功能增量不足以支撑第十三个 logo。,项目仍活跃；若未来形成独特交互或协作模式，可再进入候选池。,ok,,
717197250,QuantumNous/new-api,"A unified AI model hub for aggregation & distribution. It supports cross-converting various LLMs into OpenAI-compatible, Claude-compatible, or Gemini-compatible formats. A centralized gateway for personal and enterprise model management. 🍥",44200,10396,1170,AGPL-3.0,false,2026-08-02T15:16:38Z,10.99,"[66.93,64.37,53.31,51.28,51.44,52.44,50.14,54.96,56.32,48.07,25.34,10.99]",15,Go,2023-11-10,"ai-gateway,claude,deepseek,gemini,newapi,openai,rerank",keep,Model Infra,Model API gateways,"当前图中的 Model API gateways 代表项目；仓库仍在维护，44,200 stars，2026 年 7 月 OpenRank 10.99。",需要区分 model API、MCP gateway 和 agentic proxy，避免把所有代理工具放在一起。,ok,,
1031912724,farion1231/cc-switch,"A cross-platform desktop All-in-One assistant for Claude Code, Codex, OpenCode, OpenClaw, Grok Build & Hermes Agent. Only official website: ccswitch.io",123921,8396,2151,MIT,false,2026-08-03T15:49:27Z,29.32,"[2.52,16.81,23.28,33.81,43.18,60.17,69.66,84.19,76.25,71.67,46.9,29.32]",28,Rust,2025-08-04,"ai-tools,claude-code,codex,desktop-app,grok,grokbuild,hermes,hermes-agent,mcp,open-source,openclaw,openclaw-ui,opencode,provider-management,rust,skills,skills-management,tauri,typescript,wsl-support",keep,Agent Infra,Coding harnesses,cc-switch 管理 Claude Code、Codex、OpenCode 等 coding agent 的配置和切换，更接近 harness，而不是模型 API gateway。,项目关注度很高，但产品属性较强；保留一个 logo，不在 gateway 区重复出现。,ok,,
